LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,CHNG_TYPE,DefinitionDescription,STATUS,CONSUMER_NAME,CLASSTYPE,FORMULA,EXMPL_ANSWERS,SURVEY_QUEST_TEXT,SURVEY_QUEST_SRC,UNITSREQUIRED,RELATEDNAMES2,SHORTNAME,ORDER_OBS,HL7_FIELD_SUBFIELD_ID,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,STATUS_REASON,STATUS_TEXT,CHANGE_REASON_PUBLIC,COMMON_TEST_RANK,COMMON_ORDER_RANK,HL7_ATTACHMENT_STRUCTURE,EXTERNAL_COPYRIGHT_LINK,PanelType,AskAtOrderEntry,AssociatedObservations,VersionFirstReleased,ValidHL7AttachmentRequest,DisplayName
10007-3,R wave duration.lead V4,Time,Pt,Heart,Qn,EKG,EKG.MEAS,2.48,MIN,,ACTIVE,,2,,,,,Y,Cardiac; Cardio; Cardiology; Durat; ECG; EKG.MEASUREMENTS; Electrocardiogram; Electrocardiograph; Heart Disease; Hrt; Painter's colic; PB; Plumbism; Point in time; QNT; Quan; Quant; Quantitative; R prime; R' wave dur L-V4; R wave dur L-V4; Random; Right,R wave dur L-V4,Observation,,,s,R wave duration in lead V4,s,,,,0,0,,,,,,1.0i,,
100073-6,Coefficient of variation,ArLen,Pt,Cornea.left,Qn,,EYE.SPECULAR MICROSCOPY,2.72,ADD,,TRIAL,,2,,,,,N,Corneal; EYE; L; L cornea; LT; Point in time; QNT; Quan; Quant; Quantitative; Random,L cornea Coefficient of variation,Observation,,,mm2,Left cornea Coefficient of variation,mm2,,,,0,0,,,,,,2.72,,
100074-4,Hexagonality,RelRto,Pt,Cornea.right,Qn,,EYE.SPECULAR MICROSCOPY,2.72,ADD,,TRIAL,,2,,,,,N,Corneal; EYE; Point in time; QNT; Quan; Quant; Quantitative; R; R cornea; Random; Relative ratio; RT,R cornea Hexagonality,Observation,,,%,Right cornea Hexagonality,%,,,,0,0,,,,,,2.72,,
100075-1,Hexagonality,RelRto,Pt,Cornea.left,Qn,,EYE.SPECULAR MICROSCOPY,2.72,ADD,,TRIAL,,2,Count of hexagonal cells/total cells,,,,N,Corneal; EYE; L; L cornea; LT; Point in time; QNT; Quan; Quant; Quantitative; Random; Relative ratio,L cornea Hexagonality,Observation,,,%,Left cornea Hexagonality,%,,,,0,0,,,,,,2.72,,
100076-9,Endothelial cells counted,Num,Pt,Cornea.right,Qn,,EYE.SPECULAR MICROSCOPY,2.72,ADD,,TRIAL,,2,,,,,N,Cell; Cellularity; Cnt; Corneal; Count; EYE; Number; Point in time; QNT; Quan; Quant; Quantitative; R; R cornea; Random; RT,R cornea Endothelial cells counted,Observation,,,#,Right cornea Endothelial cells counted,{#},,,,0,0,,,,,,2.72,,
100077-7,Endothelial cells counted,Num,Pt,Cornea.left,Qn,,EYE.SPECULAR MICROSCOPY,2.72,ADD,,TRIAL,,2,,,,,N,Cell; Cellularity; Cnt; Corneal; Count; EYE; L; L cornea; LT; Number; Point in time; QNT; Quan; Quant; Quantitative; Random,L cornea Endothelial cells counted,Observation,,,#,Left cornea Endothelial cells counted,{#},,,,0,0,,,,,,2.72,,
100078-5,Endothelial cell area.min,Area,Pt,Cornea.right,Qn,,EYE.SPECULAR MICROSCOPY,2.72,ADD,,TRIAL,,2,,,,,N,Corneal; EYE; Minimal; minimum; Point in time; QNT; Quan; Quant; Quantitative; R; R cornea; Random; RT,R cornea Endothelial cell area.min,Observation,,,mm2,Right cornea Endothelial cell area.min,mm2,,,,0,0,,,,,,2.72,,
100079-3,Endothelial cell area.min,Area,Pt,Cornea.left,Qn,,EYE.SPECULAR MICROSCOPY,2.72,ADD,,TRIAL,,2,,,,,N,Corneal; EYE; L; L cornea; LT; Minimal; minimum; Point in time; QNT; Quan; Quant; Quantitative; Random,L cornea Endothelial cell area.min,Observation,,,mm2,Left cornea Endothelial cell area.min,mm2,,,,0,0,,,,,,2.72,,
100080-1,Endothelial cell area.max,Area,Pt,Cornea.right,Qn,,EYE.SPECULAR MICROSCOPY,2.72,ADD,,TRIAL,,2,,,,,N,Corneal; EYE; Largest; Maximal; Maximum; Peak; Point in time; QNT; Quan; Quant; Quantitative; R; R cornea; Random; RT,R cornea Endothelial cell area.max,Observation,,,mm2,Right cornea Endothelial cell area.max,mm2,,,,0,0,,,,,,2.72,,
10008-1,R wave duration.lead V5,Time,Pt,Heart,Qn,EKG,EKG.MEAS,2.48,MIN,,ACTIVE,,2,,,,,Y,Cardiac; Cardio; Cardiology; Durat; ECG; EKG.MEASUREMENTS; Electrocardiogram; Electrocardiograph; Heart Disease; Hrt; Painter's colic; PB; Plumbism; Point in time; QNT; Quan; Quant; Quantitative; R prime; R' wave dur L-V5; R wave dur L-V5; Random; Right,R wave dur L-V5,Observation,,,s,R wave duration in lead V5,s,,,,0,0,,,,,,1.0i,,
100081-9,Endothelial cell area.max,Area,Pt,Cornea.left,Qn,,EYE.SPECULAR MICROSCOPY,2.72,ADD,,TRIAL,,2,,,,,N,Corneal; EYE; L; L cornea; Largest; LT; Maximal; Maximum; Peak; Point in time; QNT; Quan; Quant; Quantitative; Random,L cornea Endothelial cell area.max,Observation,,,mm2,Left cornea Endothelial cell area.max,mm2,,,,0,0,,,,,,2.72,,
100082-7,Endothelial cell area.mean,Area,Pt,Cornea.right,Qn,,EYE.SPECULAR MICROSCOPY,2.72,ADD,,TRIAL,,2,,,,,N,Average; Avg; Corneal; EYE; Point in time; QNT; Quan; Quant; Quantitative; R; R cornea; Random; RT,R cornea Endothelial cell area.mean,Observation,,,mm2,Right cornea Endothelial cell area.mean,mm2,,,,0,0,,,,,,2.72,,
100083-5,Endothelial cell area.mean,Area,Pt,Cornea.left,Qn,,EYE.SPECULAR MICROSCOPY,2.72,ADD,,TRIAL,,2,,,,,N,Average; Avg; Corneal; EYE; L; L cornea; LT; Point in time; QNT; Quan; Quant; Quantitative; Random,L cornea Endothelial cell area.mean,Observation,,,mm2,Left cornea Endothelial cell area.mean,mm2,,,,0,0,,,,,,2.72,,
100084-3,Cell area.standard deviation,Area,Pt,Cornea.right,Qn,,EYE.SPECULAR MICROSCOPY,2.72,ADD,,TRIAL,,2,,,,,N,Cell area.sd; Corneal; EYE; Point in time; QNT; Quan; Quant; Quantitative; R; R cornea; Random; RT,R cornea Cell area.sd,Observation,,,mm2,Right cornea Cell area.standard deviation,mm2,,,,0,0,,,,,,2.72,,
100085-0,Cell area.standard deviation,Area,Pt,Cornea.left,Qn,,EYE.SPECULAR MICROSCOPY,2.72,ADD,,TRIAL,,2,,,,,N,Cell area.sd; Corneal; EYE; L; L cornea; LT; Point in time; QNT; Quan; Quant; Quantitative; Random,L cornea Cell area.sd,Observation,,,mm2,Left cornea Cell area.standard deviation,mm2,,,,0,0,,,,,,2.72,,
100086-8,Analysis method,Type,Pt,Cornea.right,Nom,Specular microscopy,EYE.SPECULAR MICROSCOPY,2.72,ADD,,TRIAL,,2,,,,,N,Corneal; EYE; Meth; Method of; Micro; Micros; Microscopic; Nominal; Point in time; R; R cornea; Random; RT; Typ,R cornea Analysis method,Observation,,,,Right cornea Type of Analysis method by Specular microscopy,,,,,0,0,,,,,,2.72,,
100087-6,Toxocara canis 24-35kD Ab.IgG,PrThr,Pt,Ser,Ord,IB,MICRO,2.72,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Blt; Immune blot; Immune globulin G; Immunobl; Immunoblot; Immunoglobulin G; Microbiology; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; RIBA; Screen; Serum; SR; T canis; T canis 24-35kD; T canis 24-35kD Ab.IgG; Visceral larva migrans; WB; WBLOT; West blot; West blt; Western blot,T canis 24-35kD IgG Ser Ql IB,Observation,,,,Toxocara canis 24-35kD IgG Ab [Presence] in Serum by Immunoblot,,,,,0,0,,,,,,2.72,,Toxocara canis 24-35kD IgG IB Ql (S)
100088-4,Taenia solium larva Ab bands panel,-,Pt,Ser,-,IB,PANEL.MICRO,2.72,ADD,,ACTIVE,,1,,,,,N,Blt; Cysticercosis; Cysticercus; Immune blot; Immunobl; Immunoblot; Microbiology; Pan; PANEL.MICROBIOLOGY; Panl; Pnl; Point in time; Random; RIBA; Serum; SR; T sol; T sol lar; T solium; T solium Ab bands Pnl; Tapeworm; WB; WBLOT; West blot; West blt; Western blot,T solium Ab bands Pnl Ser IB,Order,,,,Taenia solium larva Ab bands panel - Serum by Immunoblot,,,,,0,0,,,Panel,,,2.72,,Taenia solium larva Ab bands panel IB (S)
100089-2,Taenia solium larva 6-8kD Ab,PrThr,Pt,Ser,Ord,IB,MICRO,2.72,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Blt; Cysticercosis; Cysticercus; Immune blot; Immunobl; Immunoblot; Microbiology; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; RIBA; Screen; Serum; SR; T sol; T sol lar; T solium; T solium 6-8kD; T solium 6-8kD Ab; Tapeworm; WB; WBLOT; West blot; West blt; Western blot,T solium 6-8kD Ab Ser Ql IB,Observation,,,,Taenia solium larva 6-8kD Ab [Presence] in Serum by Immunoblot,,,,,0,0,,,,,,2.72,,Taenia solium larva 6-8kD Ab IB Ql (S)
1000-9,DBG Ab,PrThr,Pt,Ser/Plas^BPU,Ord,,BLDBK,2.56,MIN,,ACTIVE,,1,,,,,,ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; BLOOD BANK; Blood product unit; Blood Product Unit (Pack); Donna Bennett-Goodspeed; Ordinal; Pl; Plasma; Plsm; Point in time; PR; QL; Qual; Qualitative; Random; Screen; SerP; SerPl; SerPl^bpu; SerPlas; Serum; Serum or plasma; SR,DBG Ab SerPl BPU Ql,Observation,,,,DBG Ab [Presence] in Serum or Plasma from Blood product unit,,,,"The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.",0,0,,,,,,1,,DBG Ab Ql (S/P BPU)
100090-0,Taenia solium larva 45kD Ab,PrThr,Pt,Ser,Ord,IB,MICRO,2.72,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Blt; Cysticercosis; Cysticercus; Immune blot; Immunobl; Immunoblot; Microbiology; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; RIBA; Screen; Serum; SR; T sol; T sol lar; T solium; T solium 45kD; T solium 45kD Ab; Tapeworm; WB; WBLOT; West blot; West blt; Western blot,T solium 45kD Ab Ser Ql IB,Observation,,,,Taenia solium larva 45kD Ab [Presence] in Serum by Immunoblot,,,,,0,0,,,,,,2.72,,Taenia solium larva 45kD Ab IB Ql (S)
100091-8,Trypanosoma cruzi Ab,ACnc,Pt,Ser,Qn,IA,MICRO,2.72,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Antby; Anti; Antibodies; Antibody; Arbitrary concentration; Autoantibodies; Autoantibody; Chagas disease; EIA; ELFA; ELISA; Enzyme immunoassay; IAA; MEIA; Microbiology; Point in time; QNT; Quan; Quant; Quantitative; Random; Serum; SR; SUDS; T cruzi; Trypanosomiasis; Trypanosomosis,T cruzi Ab Ser IA-aCnc,Observation,,,[arb'U]/mL,Trypanosoma cruzi Ab [Units/volume] in Serum by Immunoassay,[arb'U]/mL,,,,0,0,,,,,,2.72,,T. cruzi Ab IA Qn (S)
100092-6,Trypanosoma cruzi Ab bands panel,-,Pt,Ser,-,IB,PANEL.MICRO,2.72,ADD,,ACTIVE,,1,,,,,N,Blt; Chagas disease; Immune blot; Immunobl; Immunoblot; Microbiology; Pan; PANEL.MICROBIOLOGY; Panl; Pnl; Point in time; Random; RIBA; Serum; SR; T cruzi; T cruzi Ab bands Pnl; Trypanosomiasis; Trypanosomosis; WB; WBLOT; West blot; West blt; Western blot,T cruzi Ab bands Pnl Ser IB,Observation,,,,Trypanosoma cruzi Ab bands panel - Serum by Immunoblot,,,,,0,0,,,Panel,,,2.72,,Trypanosoma cruzi Ab bands panel IB (S)
100093-4,Trypanosoma cruzi 15-16kD Ab.IgG,PrThr,Pt,Ser,Ord,IB,MICRO,2.72,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Blt; Chagas disease; Immune blot; Immune globulin G; Immunobl; Immunoblot; Immunoglobulin G; Microbiology; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; RIBA; Screen; Serum; SR; T cruzi; T cruzi 15-16kD; T cruzi 15-16kD Ab.IgG; Trypanosomiasis; Trypanosomosis; WB; WBLOT; West blot; West blt; Western blot,T cruzi 15-16kD IgG Ser Ql IB,Observation,,,,Trypanosoma cruzi 15-16kD IgG Ab [Presence] in Serum by Immunoblot,,,,,0,0,,,,,,2.72,,Trypanosoma cruzi 15-16kD IgG IB Ql (S)
100094-2,Trypanosoma cruzi 21-22kD Ab.IgG,PrThr,Pt,Ser,Ord,IB,MICRO,2.72,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Blt; Chagas disease; Immune blot; Immune globulin G; Immunobl; Immunoblot; Immunoglobulin G; Microbiology; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; RIBA; Screen; Serum; SR; T cruzi; T cruzi 21-22kD; T cruzi 21-22kD Ab.IgG; Trypanosomiasis; Trypanosomosis; WB; WBLOT; West blot; West blt; Western blot,T cruzi 21-22kD IgG Ser Ql IB,Observation,,,,Trypanosoma cruzi 21-22kD IgG Ab [Presence] in Serum by Immunoblot,,,,,0,0,,,,,,2.72,,Trypanosoma cruzi 21-22kD IgG IB Ql (S)
100095-9,Trypanosoma cruzi 27-28kD Ab.IgG,PrThr,Pt,Ser,Ord,IB,MICRO,2.72,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Blt; Chagas disease; Immune blot; Immune globulin G; Immunobl; Immunoblot; Immunoglobulin G; Microbiology; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; RIBA; Screen; Serum; SR; T cruzi; T cruzi 27-28kD; T cruzi 27-28kD Ab.IgG; Trypanosomiasis; Trypanosomosis; WB; WBLOT; West blot; West blt; Western blot,T cruzi 27-28kD IgG Ser Ql IB,Observation,,,,Trypanosoma cruzi 27-28kD IgG Ab [Presence] in Serum by Immunoblot,,,,,0,0,,,,,,2.72,,Trypanosoma cruzi 27-28kD IgG IB Ql (S)
100096-7,Trypanosoma cruzi 42kD Ab.IgG,PrThr,Pt,Ser,Ord,IB,MICRO,2.72,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Blt; Chagas disease; Immune blot; Immune globulin G; Immunobl; Immunoblot; Immunoglobulin G; Microbiology; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; RIBA; Screen; Serum; SR; T cruzi; T cruzi 42kD; T cruzi 42kD Ab.IgG; Trypanosomiasis; Trypanosomosis; WB; WBLOT; West blot; West blt; Western blot,T cruzi 42kD IgG Ser Ql IB,Observation,,,,Trypanosoma cruzi 42kD IgG Ab [Presence] in Serum by Immunoblot,,,,,0,0,,,,,,2.72,,Trypanosoma cruzi 42kD IgG IB Ql (S)
100097-5,Trypanosoma cruzi 45-47kD Ab.IgG,PrThr,Pt,Ser,Ord,IB,MICRO,2.72,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Blt; Chagas disease; Immune blot; Immune globulin G; Immunobl; Immunoblot; Immunoglobulin G; Microbiology; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; RIBA; Screen; Serum; SR; T cruzi; T cruzi 45-47kD; T cruzi 45-47kD Ab.IgG; Trypanosomiasis; Trypanosomosis; WB; WBLOT; West blot; West blt; Western blot,T cruzi 45-47kD IgG Ser Ql IB,Observation,,,,Trypanosoma cruzi 45-47kD IgG Ab [Presence] in Serum by Immunoblot,,,,,0,0,,,,,,2.72,,Trypanosoma cruzi 45-47kD IgG IB Ql (S)
100098-3,Trypanosoma cruzi 120-200kD Ab.IgG,PrThr,Pt,Ser,Ord,IB,MICRO,2.72,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Blt; Chagas disease; Immune blot; Immune globulin G; Immunobl; Immunoblot; Immunoglobulin G; Microbiology; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; RIBA; Screen; Serum; SR; T cruzi; T cruzi 120-200kD; T cruzi 120-200kD Ab.IgG; Trypanosomiasis; Trypanosomosis; WB; WBLOT; West blot; West blt; Western blot,T cruzi 120-200kD IgG Ser Ql IB,Observation,,,,Trypanosoma cruzi 120-200kD IgG Ab [Presence] in Serum by Immunoblot,,,,,0,0,,,,,,2.72,,Trypanosoma cruzi 120-200kD IgG IB Ql (S)
10009-9,R wave duration.lead V6,Time,Pt,Heart,Qn,EKG,EKG.MEAS,2.48,MIN,,ACTIVE,,2,,,,,Y,Cardiac; Cardio; Cardiology; Durat; ECG; EKG.MEASUREMENTS; Electrocardiogram; Electrocardiograph; Heart Disease; Hrt; Painter's colic; PB; Plumbism; Point in time; QNT; Quan; Quant; Quantitative; R prime; R' wave dur L-V6; R wave dur L-V6; Random; Right,R wave dur L-V6,Observation,,,s,R wave duration in lead V6,s,,,,0,0,,,,,,1.0i,,
100099-1,Trypanosoma cruzi 160kD Ab.IgG,PrThr,Pt,Ser,Ord,IB,MICRO,2.72,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Blt; Chagas disease; Immune blot; Immune globulin G; Immunobl; Immunoblot; Immunoglobulin G; Microbiology; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; RIBA; Screen; Serum; SR; T cruzi; T cruzi 160kD; Trypanosomiasis; Trypanosomosis; WB; WBLOT; West blot; West blt; Western blot,T cruzi 160kD IgG Ser Ql IB,Observation,,,,Trypanosoma cruzi 160kD IgG Ab [Presence] in Serum by Immunoblot,,,,,0,0,,,,,,2.72,,Trypanosoma cruzi 160kD IgG IB Ql (S)
100100-7,Fasciola sp Ab.IgG,PrThr,Pt,Ser,Ord,IA,MICRO,2.72,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; EIA; ELFA; ELISA; Enzyme immunoassay; IAA; Immune globulin G; Immunoglobulin G; MEIA; Microbiology; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Serum; species; spp; SR; SUDS,Fasciola IgG Ser Ql IA,Observation,,,,Fasciola sp IgG Ab [Presence] in Serum by Immunoassay,,,,,0,0,,,,,,2.72,,Fasciola sp IgG IA Ql (S)
100101-5,Fasciola sp 8-9kD Ab.IgG,PrThr,Pt,Ser,Ord,IB,MICRO,2.72,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Blt; Immune blot; Immune globulin G; Immunobl; Immunoblot; Immunoglobulin G; Microbiology; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; RIBA; Screen; Serum; species; spp; SR; WB; WBLOT; West blot; West blt; Western blot,Fasciola sp 8-9kD IgG Ser Ql IB,Observation,,,,Fasciola sp 8-9kD IgG Ab [Presence] in Serum by Immunoblot,,,,,0,0,,,,,,2.72,,Fasciola sp 8-9kD IgG IB Ql (S)
100102-3,Fasciola sp 27-28kD Ab.IgG,PrThr,Pt,Ser,Ord,IB,MICRO,2.72,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Blt; Immune blot; Immune globulin G; Immunobl; Immunoblot; Immunoglobulin G; Microbiology; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; RIBA; Screen; Serum; species; spp; SR; WB; WBLOT; West blot; West blt; Western blot,Fasciola sp 27-28kD IgG Ser Ql IB,Observation,,,,Fasciola sp 27-28kD IgG Ab [Presence] in Serum by Immunoblot,,,,,0,0,,,,,,2.72,,Fasciola sp 27-28kD IgG IB Ql (S)
100103-1,Fasciola sp 60kD Ab.IgG,PrThr,Pt,Ser,Ord,IB,MICRO,2.72,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Blt; Immune blot; Immune globulin G; Immunobl; Immunoblot; Immunoglobulin G; Microbiology; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; RIBA; Screen; Serum; species; spp; SR; WB; WBLOT; West blot; West blt; Western blot,Fasciola sp 60kD IgG Ser Ql IB,Observation,,,,Fasciola sp 60kD IgG Ab [Presence] in Serum by Immunoblot,,,,,0,0,,,,,,2.72,,Fasciola sp 60kD IgG IB Ql (S)
100104-9,Fasciola sp 42kD Ab.IgG,PrThr,Pt,Ser,Ord,IB,MICRO,2.72,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Blt; Immune blot; Immune globulin G; Immunobl; Immunoblot; Immunoglobulin G; Microbiology; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; RIBA; Screen; Serum; species; spp; SR; WB; WBLOT; West blot; West blt; Western blot,Fasciola sp 42kD IgG Ser Ql IB,Observation,,,,Fasciola sp 42kD IgG Ab [Presence] in Serum by Immunoblot,,,,,0,0,,,,,,2.72,,Fasciola sp 42kD IgG IB Ql (S)
100105-6,Filaria Ab.IgG & IgM panel,-,Pt,Ser,-,,PANEL.MICRO,2.72,ADD,,ACTIVE,,1,,,,,N,Filaria Ab.IgG + IgM Pnl; Filarial; Filariasis; Immune globulin G; Immune globulin M; Immunoglobulin G; Immunoglobulin M; Microbiology; Microfilaria; Pan; PANEL.MICROBIOLOGY; Panl; Pnl; Point in time; Random; Serum; SR,Filaria Ab.IgG + IgM Pnl Ser,Order,,,,Filaria IgG and IgM panel - Serum,,,,,0,0,,,Panel,,,2.72,,Filaria IgG and IgM panel (S)
100106-4,Filaria Ab.IgG,PrThr,Pt,Ser,Ord,IA,MICRO,2.72,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; EIA; ELFA; ELISA; Enzyme immunoassay; Filarial; Filariasis; IAA; Immune globulin G; Immunoglobulin G; MEIA; Microbiology; Microfilaria; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Serum; SR; SUDS,Filaria IgG Ser Ql IA,Observation,,,,Filaria IgG Ab [Presence] in Serum by Immunoassay,,,,,0,0,,,,,,2.72,,Filaria IgG IA Ql (S)
10010-7,R' wave amplitude.lead AVF,Elpot,Pt,Heart,Qn,EKG,EKG.MEAS,2.48,MIN,,ACTIVE,,2,,,,,Y,Cardiac; Cardio; Cardiology; ECG; EKG.MEASUREMENTS; Electrical potential; Electrocardiogram; Electrocardiograph; Heart Disease; Hrt; Painter's colic; PB; Plumbism; Point in time; QNT; Quan; Quant; Quantitative; R prime; R' wave Amp L-AVF; R wave Amp L-AVF; Random; Right; Voltage,R' wave Amp L-AVF,Observation,,,mV,R' wave amplitude in lead AVF,mV,,,,0,0,,,,,,1.0i,,
100107-2,Leishmania sp Ab.IgG,PrThr,Pt,Ser,Ord,IA,MICRO,2.72,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; EIA; ELFA; ELISA; Enzyme immunoassay; IAA; Immune globulin G; Immunoglobulin G; Kala azar; Leishmaniasis; Leishmaniosis; MEIA; Microbiology; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Serum; species; spp; SR; SUDS; Visceral leishmaniasis,Leishmania IgG Ser Ql IA,Observation,,,,Leishmania sp IgG Ab [Presence] in Serum by Immunoassay,,,,,0,0,,,,,,2.72,,Leishmania sp IgG IA Ql (S)
100108-0,Leishmania sp Ab.IgG,ACnc,Pt,Ser,Qn,IA,MICRO,2.72,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Antby; Anti; Antibodies; Antibody; Arbitrary concentration; Autoantibodies; Autoantibody; EIA; ELFA; ELISA; Enzyme immunoassay; IAA; Immune globulin G; Immunoglobulin G; Kala azar; Leishmaniasis; Leishmaniosis; MEIA; Microbiology; Point in time; QNT; Quan; Quant; Quantitative; Random; Serum; species; spp; SR; SUDS; Visceral leishmaniasis,Leishmania IgG Ser IA-aCnc,Observation,,,[arb'U]/mL,Leishmania sp IgG Ab [Units/volume] in Serum by Immunoassay,[arb'U]/mL,,,,0,0,,,,,,2.72,,Leishmania sp IgG IA Qn (S)
100109-8,Leishmania sp Ab bands panel,-,Pt,Ser,-,IB,PANEL.MICRO,2.72,ADD,,ACTIVE,,1,,,,,N,Blt; Immune blot; Immunobl; Immunoblot; Kala azar; Leishmania sp Ab IB Pnl; Leishmaniasis; Leishmaniosis; Microbiology; Pan; PANEL.MICROBIOLOGY; Panl; Pnl; Point in time; Random; RIBA; Serum; species; spp; SR; Visceral leishmaniasis; WB; WBLOT; West blot; West blt; Western blot,Leishmania sp Ab IB Pnl Ser IB,Order,,,,Leishmania sp Ab bands panel - Serum by Immunoblot,,,,,0,0,,,Panel,,,2.72,,Leishmania sp Ab bands panel IB (S)
100110-6,Leishmania sp 14kD Ab.IgG,PrThr,Pt,Ser,Ord,IB,MICRO,2.72,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Blt; Immune blot; Immune globulin G; Immunobl; Immunoblot; Immunoglobulin G; Kala azar; Leishmaniasis; Leishmaniosis; Microbiology; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; RIBA; Screen; Serum; species; spp; SR; Visceral leishmaniasis; WB; WBLOT; West blot; West blt; Western blot,Leishmania sp 14kD IgG Ser Ql IB,Observation,,,,Leishmania sp 14kD IgG Ab [Presence] in Serum by Immunoblot,,,,,0,0,,,,,,2.72,,Leishmania sp 14kD IgG IB Ql (S)
100111-4,Leishmania sp 16kD Ab.IgG,PrThr,Pt,Ser,Ord,IB,MICRO,2.72,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Blt; Immune blot; Immune globulin G; Immunobl; Immunoblot; Immunoglobulin G; Kala azar; Leishmaniasis; Leishmaniosis; Microbiology; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; RIBA; Screen; Serum; species; spp; SR; Visceral leishmaniasis; WB; WBLOT; West blot; West blt; Western blot,Leishmania sp 16kD IgG Ser Ql IB,Observation,,,,Leishmania sp 16kD IgG Ab [Presence] in Serum by Immunoblot,,,,,0,0,,,,,,2.72,,Leishmania sp 16kD IgG IB Ql (S)
