resource_type,owner_id,source,id,name,description,canonical_url,concept_class,publisher,source_type,default_locale,public_access,hierarchy_root_url,attr:hierarchy_level,attr:Classification_Place,attr:chapter_number,attr:Terminal_Node,parent_concept_urls
Concept,WHO,ICD-10-WHO,N90.3,"Dysplasia of vulva, unspecified",,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N90/]
Concept,WHO,ICD-10-WHO,N90.4,Leukoplakia of vulva,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N90/]
Concept,WHO,ICD-10-WHO,N90.5,Atrophy of vulva,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N90/]
Concept,WHO,ICD-10-WHO,N90.6,Hypertrophy of vulva,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N90/]
Concept,WHO,ICD-10-WHO,N90.7,Vulvar cyst,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N90/]
Concept,WHO,ICD-10-WHO,N90.8,Other specified noninflammatory disorders of vulva and perineum,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N90/]
Concept,WHO,ICD-10-WHO,N90.9,"Noninflammatory disorder of vulva and perineum, unspecified",,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N90/]
Concept,WHO,ICD-10-WHO,N91.0,Primary amenorrhoea,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N91/]
Concept,WHO,ICD-10-WHO,N91.1,Secondary amenorrhoea,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N91/]
Concept,WHO,ICD-10-WHO,N91.2,"Amenorrhoea, unspecified",,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N91/]
Concept,WHO,ICD-10-WHO,N91.3,Primary oligomenorrhoea,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N91/]
Concept,WHO,ICD-10-WHO,N91.4,Secondary oligomenorrhoea,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N91/]
Concept,WHO,ICD-10-WHO,N91.5,"Oligomenorrhoea, unspecified",,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N91/]
Concept,WHO,ICD-10-WHO,N92.0,Excessive and frequent menstruation with regular cycle,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N92/]
Concept,WHO,ICD-10-WHO,N92.1,Excessive and frequent menstruation with irregular cycle,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N92/]
Concept,WHO,ICD-10-WHO,N92.2,Excessive menstruation at puberty,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N92/]
Concept,WHO,ICD-10-WHO,N92.3,Ovulation bleeding,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N92/]
Concept,WHO,ICD-10-WHO,N92.4,Excessive bleeding in the premenopausal period,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N92/]
Concept,WHO,ICD-10-WHO,N92.5,Other specified irregular menstruation,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N92/]
Concept,WHO,ICD-10-WHO,N92.6,"Irregular menstruation, unspecified",,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N92/]
Concept,WHO,ICD-10-WHO,N93.0,Postcoital and contact bleeding,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N93/]
Concept,WHO,ICD-10-WHO,N93.8,Other specified abnormal uterine and vaginal bleeding,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N93/]
Concept,WHO,ICD-10-WHO,N93.9,"Abnormal uterine and vaginal bleeding, unspecified",,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N93/]
Concept,WHO,ICD-10-WHO,N94.0,Mittelschmerz,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N94/]
Concept,WHO,ICD-10-WHO,N94.1,Dyspareunia,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N94/]
Concept,WHO,ICD-10-WHO,N94.2,Vaginismus,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N94/]
Concept,WHO,ICD-10-WHO,N94.3,Premenstrual tension syndrome,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N94/]
Concept,WHO,ICD-10-WHO,N94.4,Primary dysmenorrhoea,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N94/]
Concept,WHO,ICD-10-WHO,N94.5,Secondary dysmenorrhoea,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N94/]
Concept,WHO,ICD-10-WHO,N94.6,"Dysmenorrhoea, unspecified",,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N94/]
Concept,WHO,ICD-10-WHO,N94.8,Other specified conditions associated with female genital organs and menstrual cycle,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N94/]
Concept,WHO,ICD-10-WHO,N94.9,Unspecified condition associated with female genital organs and menstrual cycle,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N94/]
Concept,WHO,ICD-10-WHO,N95.0,Postmenopausal bleeding,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N95/]
Concept,WHO,ICD-10-WHO,N95.1,Menopausal and female climacteric states,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N95/]
Concept,WHO,ICD-10-WHO,N95.2,Postmenopausal atrophic vaginitis,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N95/]
Concept,WHO,ICD-10-WHO,N95.3,States associated with artificial menopause,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N95/]
Concept,WHO,ICD-10-WHO,N95.8,Other specified menopausal and perimenopausal disorders,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N95/]
Concept,WHO,ICD-10-WHO,N95.9,"Menopausal and perimenopausal disorder, unspecified",,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N95/]
Concept,WHO,ICD-10-WHO,N97.0,Female infertility associated with anovulation,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N97/]
Concept,WHO,ICD-10-WHO,N97.1,Female infertility of tubal origin,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N97/]
Concept,WHO,ICD-10-WHO,N97.2,Female infertility of uterine origin,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N97/]
Concept,WHO,ICD-10-WHO,N97.3,Female infertility of cervical origin,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N97/]
Concept,WHO,ICD-10-WHO,N97.4,Female infertility associated with male factors,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N97/]
Concept,WHO,ICD-10-WHO,N97.8,Female infertility of other origin,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N97/]
Concept,WHO,ICD-10-WHO,N97.9,"Female infertility, unspecified",,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N97/]
Concept,WHO,ICD-10-WHO,N98.0,Infection associated with artificial insemination,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N98/]
Concept,WHO,ICD-10-WHO,N98.1,Hyperstimulation of ovaries,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N98/]
Concept,WHO,ICD-10-WHO,N98.2,Complications of attempted introduction of fertilized ovum following in vitro fertilization,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N98/]
Concept,WHO,ICD-10-WHO,N98.3,Complications of attempted introduction of embryo in embryo transfer,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N98/]
Concept,WHO,ICD-10-WHO,N98.8,Other complications associated with artificial fertilization,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N98/]
Concept,WHO,ICD-10-WHO,N98.9,"Complication associated with artificial fertilization, unspecified",,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N98/]
Concept,WHO,ICD-10-WHO,N99.0,Postprocedural renal failure,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N99/]
Concept,WHO,ICD-10-WHO,N99.1,Postprocedural urethral stricture,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N99/]
Concept,WHO,ICD-10-WHO,N99.2,Postoperative adhesions of vagina,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N99/]
Concept,WHO,ICD-10-WHO,N99.3,Prolapse of vaginal vault after hysterectomy,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N99/]
Concept,WHO,ICD-10-WHO,N99.4,Postprocedural pelvic peritoneal adhesions,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N99/]
Concept,WHO,ICD-10-WHO,N99.5,Malfunction of external stoma of urinary tract,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N99/]
Concept,WHO,ICD-10-WHO,N99.8,Other postprocedural disorders of genitourinary system,,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N99/]
Concept,WHO,ICD-10-WHO,N99.9,"Postprocedural disorder of genitourinary system, unspecified",,,Code,,,,,,4,T,14,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/N99/]
Concept,WHO,ICD-10-WHO,O00.0,Abdominal pregnancy,,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O00/]
Concept,WHO,ICD-10-WHO,O00.1,Tubal pregnancy,,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O00/]
Concept,WHO,ICD-10-WHO,O00.2,Ovarian pregnancy,,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O00/]
Concept,WHO,ICD-10-WHO,O00.8,Other ectopic pregnancy,,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O00/]
Concept,WHO,ICD-10-WHO,O00.9,"Ectopic pregnancy, unspecified",,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O00/]
Concept,WHO,ICD-10-WHO,O01.0,Classical hydatidiform mole,,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O01/]
Concept,WHO,ICD-10-WHO,O01.1,Incomplete and partial hydatidiform mole,,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O01/]
Concept,WHO,ICD-10-WHO,O01.9,"Hydatidiform mole, unspecified",,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O01/]
Concept,WHO,ICD-10-WHO,O02.0,Blighted ovum and nonhydatidiform mole,,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O02/]
Concept,WHO,ICD-10-WHO,O02.1,Missed abortion,,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O02/]
Concept,WHO,ICD-10-WHO,O02.8,Other specified abnormal products of conception,,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O02/]
Concept,WHO,ICD-10-WHO,O02.9,"Abnormal product of conception, unspecified",,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O02/]
Concept,WHO,ICD-10-WHO,O03.0,"Spontaneous abortion: Incomplete, complicated by genital tract and pelvic infection",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O03/]
Concept,WHO,ICD-10-WHO,O03.1,"Spontaneous abortion: Incomplete, complicated by delayed or excessive haemorrhage",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O03/]
Concept,WHO,ICD-10-WHO,O03.2,"Spontaneous abortion: Incomplete, complicated by embolism",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O03/]
Concept,WHO,ICD-10-WHO,O03.3,"Spontaneous abortion: Incomplete, with other and unspecified complications",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O03/]
Concept,WHO,ICD-10-WHO,O03.4,"Spontaneous abortion: Incomplete, without complication",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O03/]
Concept,WHO,ICD-10-WHO,O03.5,"Spontaneous abortion: Complete or unspecified, complicated by genital tract and pelvic infection",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O03/]
Concept,WHO,ICD-10-WHO,O03.6,"Spontaneous abortion: Complete or unspecified, complicated by delayed or excessive haemorrhage",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O03/]
Concept,WHO,ICD-10-WHO,O03.7,"Spontaneous abortion: Complete or unspecified, complicated by embolism",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O03/]
Concept,WHO,ICD-10-WHO,O03.8,"Spontaneous abortion: Complete or unspecified, with other and unspecified complications",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O03/]
Concept,WHO,ICD-10-WHO,O03.9,"Spontaneous abortion: Complete or unspecified, without complication",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O03/]
Concept,WHO,ICD-10-WHO,O04.0,"Medical abortion: Incomplete, complicated by genital tract and pelvic infection",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O04/]
Concept,WHO,ICD-10-WHO,O04.1,"Medical abortion: Incomplete, complicated by delayed or excessive haemorrhage",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O04/]
Concept,WHO,ICD-10-WHO,O04.2,"Medical abortion: Incomplete, complicated by embolism",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O04/]
Concept,WHO,ICD-10-WHO,O04.3,"Medical abortion: Incomplete, with other and unspecified complications",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O04/]
Concept,WHO,ICD-10-WHO,O04.4,"Medical abortion: Incomplete, without complication",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O04/]
Concept,WHO,ICD-10-WHO,O04.5,"Medical abortion: Complete or unspecified, complicated by genital tract and pelvic infection",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O04/]
Concept,WHO,ICD-10-WHO,O04.6,"Medical abortion: Complete or unspecified, complicated by delayed or excessive haemorrhage",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O04/]
Concept,WHO,ICD-10-WHO,O04.7,"Medical abortion: Complete or unspecified, complicated by embolism",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O04/]
Concept,WHO,ICD-10-WHO,O04.8,"Medical abortion: Complete or unspecified, with other and unspecified complications",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O04/]
Concept,WHO,ICD-10-WHO,O04.9,"Medical abortion: Complete or unspecified, without complication",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O04/]
Concept,WHO,ICD-10-WHO,O05.0,"Other abortion: Incomplete, complicated by genital tract and pelvic infection",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O05/]
Concept,WHO,ICD-10-WHO,O05.1,"Other abortion: Incomplete, complicated by delayed or excessive haemorrhage",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O05/]
Concept,WHO,ICD-10-WHO,O05.2,"Other abortion: Incomplete, complicated by embolism",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O05/]
Concept,WHO,ICD-10-WHO,O05.3,"Other abortion: Incomplete, with other and unspecified complications",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O05/]
Concept,WHO,ICD-10-WHO,O05.4,"Other abortion: Incomplete, without complication",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O05/]
Concept,WHO,ICD-10-WHO,O05.5,"Other abortion: Complete or unspecified, complicated by genital tract and pelvic infection",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O05/]
Concept,WHO,ICD-10-WHO,O05.6,"Other abortion: Complete or unspecified, complicated by delayed or excessive haemorrhage",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O05/]
Concept,WHO,ICD-10-WHO,O05.7,"Other abortion: Complete or unspecified, complicated by embolism",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O05/]
Concept,WHO,ICD-10-WHO,O05.8,"Other abortion: Complete or unspecified, with other and unspecified complications",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O05/]
Concept,WHO,ICD-10-WHO,O05.9,"Other abortion: Complete or unspecified, without complication",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O05/]
Concept,WHO,ICD-10-WHO,O06.0,"Unspecified abortion: Incomplete, complicated by genital tract and pelvic infection",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O06/]
Concept,WHO,ICD-10-WHO,O06.1,"Unspecified abortion: Incomplete, complicated by delayed or excessive haemorrhage",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O06/]
Concept,WHO,ICD-10-WHO,O06.2,"Unspecified abortion: Incomplete, complicated by embolism",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O06/]
Concept,WHO,ICD-10-WHO,O06.3,"Unspecified abortion: Incomplete, with other and unspecified complications",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O06/]
Concept,WHO,ICD-10-WHO,O06.4,"Unspecified abortion: Incomplete, without complication",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O06/]
Concept,WHO,ICD-10-WHO,O06.5,"Unspecified abortion: Complete or unspecified, complicated by genital tract and pelvic infection",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O06/]
Concept,WHO,ICD-10-WHO,O06.6,"Unspecified abortion: Complete or unspecified, complicated by delayed or excessive haemorrhage",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O06/]
Concept,WHO,ICD-10-WHO,O06.7,"Unspecified abortion: Complete or unspecified, complicated by embolism",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O06/]
Concept,WHO,ICD-10-WHO,O06.8,"Unspecified abortion: Complete or unspecified, with other and unspecified complications",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O06/]
Concept,WHO,ICD-10-WHO,O06.9,"Unspecified abortion: Complete or unspecified, without complication",,,Code,,,,,,4,T,15,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/O06/]
Concept,WHO,ICD-10-WHO,O07.0,"Failed medical abortion, complicated by genital tract and pelvic infection",,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O07/]
Concept,WHO,ICD-10-WHO,O07.1,"Failed medical abortion, complicated by delayed or excessive haemorrhage",,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O07/]
Concept,WHO,ICD-10-WHO,O07.2,"Failed medical abortion, complicated by embolism",,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O07/]
Concept,WHO,ICD-10-WHO,O07.3,"Failed medical abortion, with other and unspecified complications",,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O07/]
Concept,WHO,ICD-10-WHO,O07.4,"Failed medical abortion, without complication",,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O07/]
Concept,WHO,ICD-10-WHO,O07.5,"Other and unspecified failed attempted abortion, complicated by genital tract and pelvic infection",,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O07/]
Concept,WHO,ICD-10-WHO,O07.6,"Other and unspecified failed attempted abortion, complicated by delayed or excessive haemorrhage",,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O07/]
Concept,WHO,ICD-10-WHO,O07.7,"Other and unspecified failed attempted abortion, complicated by embolism",,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O07/]
Concept,WHO,ICD-10-WHO,O07.8,"Other and unspecified failed attempted abortion, with other and unspecified complications",,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O07/]
Concept,WHO,ICD-10-WHO,O07.9,"Other and unspecified failed attempted abortion, without complication",,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O07/]
Concept,WHO,ICD-10-WHO,O08.0,Genital tract and pelvic infection following abortion and ectopic and molar pregnancy,,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O08/]
Concept,WHO,ICD-10-WHO,O08.1,Delayed or excessive haemorrhage following abortion and ectopic and molar pregnancy,,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O08/]
Concept,WHO,ICD-10-WHO,O08.2,Embolism following abortion and ectopic and molar pregnancy,,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O08/]
Concept,WHO,ICD-10-WHO,O08.3,Shock following abortion and ectopic and molar pregnancy,,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O08/]
Concept,WHO,ICD-10-WHO,O08.4,Renal failure following abortion and ectopic and molar pregnancy,,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O08/]
Concept,WHO,ICD-10-WHO,O08.5,Metabolic disorders following abortion and ectopic and molar pregnancy,,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O08/]
Concept,WHO,ICD-10-WHO,O08.6,Damage to pelvic organs and tissues following abortion and ectopic and molar pregnancy,,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O08/]
Concept,WHO,ICD-10-WHO,O08.7,Other venous complications following abortion and ectopic and molar pregnancy,,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O08/]
Concept,WHO,ICD-10-WHO,O08.8,Other complications following abortion and ectopic and molar pregnancy,,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O08/]
Concept,WHO,ICD-10-WHO,O08.9,"Complication following abortion and ectopic and molar pregnancy, unspecified",,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O08/]
Concept,WHO,ICD-10-WHO,O10.0,"Pre-existing essential hypertension complicating pregnancy, childbirth and the puerperium",,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O10/]
Concept,WHO,ICD-10-WHO,O10.1,"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium",,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O10/]
Concept,WHO,ICD-10-WHO,O10.2,"Pre-existing hypertensive renal disease complicating pregnancy, childbirth and the puerperium",,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O10/]
Concept,WHO,ICD-10-WHO,O10.3,"Pre-existing hypertensive heart and renal disease complicating pregnancy, childbirth and the puerperium",,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O10/]
Concept,WHO,ICD-10-WHO,O10.4,"Pre-existing secondary hypertension complicating pregnancy, childbirth and the puerperium",,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O10/]
Concept,WHO,ICD-10-WHO,O10.9,"Unspecified pre-existing hypertension complicating pregnancy, childbirth and the puerperium",,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O10/]
Concept,WHO,ICD-10-WHO,O12.0,Gestational oedema,,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O12/]
Concept,WHO,ICD-10-WHO,O12.1,Gestational proteinuria,,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O12/]
Concept,WHO,ICD-10-WHO,O12.2,Gestational oedema with proteinuria,,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O12/]
Concept,WHO,ICD-10-WHO,O14.0,Mild to moderate pre-eclampsia,,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O14/]
Concept,WHO,ICD-10-WHO,O14.1,Severe pre-eclampsia,,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O14/]
Concept,WHO,ICD-10-WHO,O14.2,HELLP syndrome,,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O14/]
Concept,WHO,ICD-10-WHO,O14.9,"Pre-eclampsia, unspecified",,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O14/]
Concept,WHO,ICD-10-WHO,O15.0,Eclampsia in pregnancy,,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O15/]
Concept,WHO,ICD-10-WHO,O15.1,Eclampsia in labour,,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O15/]
Concept,WHO,ICD-10-WHO,O15.2,Eclampsia in the puerperium,,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O15/]
Concept,WHO,ICD-10-WHO,O15.9,"Eclampsia, unspecified as to time period",,,Code,,,,,,4,T,15,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/O15/]
